ticket_subject,ticket_body,origin,status,priority,reporter_id,lat,lng
Water Leak from Fire Hydrant in the Bronx (unique_key: 67078363),"I am reporting a constantly running fire hydrant in the Bronx, which is wasting a significant amount of water. The hydrant appears to be damaged or malfunctioning, and I am concerned about the potential impact on our water supply and the surrounding environment. I would appreciate it if someone could investigate and repair the hydrant as soon as possible to prevent further waste. The location of the hydrant is in the Bronx, but I do not have the exact address, so I hope someone can send someone to inspect the area and identify the faulty hydrant.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.84247032507974,-73.8533366832023
Unsecured Trash and Recycling on Jackson Street Sidewalk (unique_key: 67085399),"I am reporting a residential disposal issue at 243 Jackson Street in Brooklyn, where trash and recycling are not being properly secured. The unsecured waste is spilling onto the sidewalk, creating an eyesore and potentially attracting pests. As a concerned citizen, I am worried about the impact this could have on the cleanliness and safety of our neighborhood. I would appreciate it if the city could address this issue and ensure that the waste is properly contained.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.71704531258104,-73.9407524794825
Damaged Curb at 42-47 Parsons Boulevard (unique_key: 67080858),"I am writing to report a damaged curb at 42-47 Parsons Boulevard in Queens. The curb has been defaced, which is not only an eyesore but also a potential hazard for pedestrians and drivers. I am concerned that if left unrepaired, it could lead to further deterioration and potentially cause accidents. I would appreciate it if the city could send someone to assess and repair the damaged curb as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.75764185560413,-73.81874516690921
Defaced Curb at 42-23 Parsons Boulevard (unique_key: 67082320),"I am writing to report a defaced curb at 42-23 Parsons Boulevard in Queens. The curb has been vandalized with graffiti, which is not only an eyesore but also negatively impacts the overall appearance of our neighborhood. I am concerned that if this issue is not addressed, it may lead to further vandalism and decreased property values. I would appreciate it if the city could send someone to repair and repaint the curb as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.75777117052049,-73.81894334234232
Damaged Curb at 42-17 Haight Street (unique_key: 67080859),"I am writing to report a damaged curb at 42-17 Haight Street in Queens. The curb is defaced, which is not only an eyesore but also a potential hazard for pedestrians and drivers. I am concerned that if left unrepaired, it may lead to further deterioration and potentially cause accidents. I would appreciate it if the city could send someone to assess and repair the damaged curb as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.7542503636697,-73.8339896567112
Excessive Noise from Air Conditioning/Ventilation Equipment at 2925 West 16th Street (unique_key: 67084033),"I am writing to report a persistent noise issue coming from the air conditioning or ventilation equipment at 2925 West 16th Street in Brooklyn. The noise is loud and constant, making it difficult for me to enjoy my residence. I believe the equipment may be malfunctioning or not properly maintained, as the noise has been ongoing for several days. I would appreciate it if someone could investigate and take necessary actions to mitigate the disturbance.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.57631788328975,-73.98360663024643
Defaced Curb at 41-34 Haight Street (unique_key: 67079463),"I am writing to report a defaced curb at 41-34 Haight Street in Queens. The curb has been vandalized with graffiti, which is not only an eyesore but also contributes to the deterioration of our neighborhood's appearance. I am concerned that if left unchecked, this defacement may lead to further vandalism and negatively impact our community. I would appreciate it if the city could send someone to repair or replace the damaged curb as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.755313072042306,-73.83432990627666
Damaged Curb at 132-44 41 Avenue in Queens (unique_key: 67079460),"I am writing to report a damaged curb at 132-44 41 Avenue in the Queens borough. The curb has been defaced, which is not only an eyesore but also a potential tripping hazard for pedestrians. I am concerned that if left unrepaired, it may lead to accidents or further deterioration of the surrounding infrastructure. I would appreciate it if the city could send someone to assess and repair the damaged curb as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.75705536556984,-73.83200463375297
Obstruction by Trash/Recycling on College Avenue (unique_key: 67079686),"I am reporting an obstruction on College Avenue in the Bronx, specifically at 1457 College Avenue, 10457. There is a large amount of trash and recycling that has been left on the street, blocking a significant portion of the sidewalk and creating a hazard for pedestrians. This issue has been ongoing for a few days and is not only an eyesore but also a concern for public safety and sanitation. I kindly request that the city sends someone to clear the obstruction as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.83900403059564,-73.90972258003522
Damaged Tree Blocking Metropolitan Avenue in Brooklyn (unique_key: 67076551),"I am reporting a hazardous condition on Metropolitan Avenue in Brooklyn, where an entire tree has fallen down, obstructing the street. The tree is located at 914 Metropolitan Avenue and is currently blocking a significant portion of the road. I am concerned about the potential risks this poses to pedestrians, cyclists, and motorists, and I kindly request that the city sends someone to remove the tree as soon as possible. I would appreciate it if this issue could be addressed promptly to ensure public safety.",text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.71457381153301,-73.93843522015058
Damaged Curb at 133-17 41 Avenue in Queens (unique_key: 67083750),"I am writing to report a damaged curb at 133-17 41 Avenue in the Queens borough. The curb has been defaced, which is not only an eyesore but also a potential hazard for pedestrians and drivers. I am concerned that if this issue is not addressed, it may lead to further damage or accidents. I would appreciate it if the city could send someone to repair or replace the damaged curb as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.757047220820496,-73.83206601659914
Food Poisoning Complaint at Restaurant in Brooklyn (unique_key: 67085188),"I am writing to report a case of food poisoning that I believe I contracted after eating at a restaurant located at 1507 Gravesend Neck Road in Brooklyn. I visited the establishment on a recent evening and consumed a meal, but shortly after, I began to experience severe stomach cramps, nausea, and diarrhea. I am concerned that the food may have been contaminated or improperly handled, and I hope that the relevant authorities can investigate this matter to prevent others from falling ill. I would appreciate it if someone could look into this incident as soon as possible.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.594903685449474,-73.95541159242967
Cave-in on 68 Street in Brooklyn (unique_key: 67082412),"I am reporting a cave-in on 68 Street in Brooklyn, which is causing a significant hazard for drivers and pedestrians. The cave-in is located at 1601 68 Street, and it appears to be a sizable depression in the road surface. I am concerned that this could lead to accidents or damage to vehicles, and I request that the city takes immediate action to repair the road. I would appreciate it if someone could inspect and repair the area as soon as possible.",web form,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.62005734731273,-73.99633302897165
Dirty Condition on Sidewalk at 133-19 41 Road (unique_key: 67085378),"I am writing to report a dirty condition on the sidewalk in front of 133-19 41 Road in Queens. The area is littered with trash, creating an unsanitary and unpleasant environment for pedestrians. I am concerned that if this issue is not addressed, it may attract pests and negatively impact the overall cleanliness of our neighborhood. I would appreciate it if the city could send someone to clean up the trash as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.756779036988405,-73.8307383846424
Defaced Curb at 133-19 41 Road in Queens (unique_key: 67083752),"I am writing to report a defaced curb at 133-19 41 Road in Queens. The curb has been vandalized with graffiti, which is not only an eyesore but also contributes to the deterioration of our neighborhood's appearance. I am concerned that if left unchecked, this defacement may lead to further vandalism and decrease our community's quality of life. I would appreciate it if the city could address this issue and restore the curb to its original condition.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.756779036988405,-73.8307383846424
Dead Animal on Miles Avenue (unique_key: 67079624),"I am reporting a dead animal on the street at 2745 Miles Avenue in the Bronx. The animal is currently lying on the road and is causing a disturbance to the community. I am concerned about the potential health risks and odors associated with the carcass, and I kindly request that it be removed as soon as possible. I would appreciate it if someone could dispatch a crew to collect the animal and dispose of it properly.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.816936752834145,-73.82247826634946
"Street Light Outage at 86-40 111 Street, Queens (unique_key: 67074174)","I am reporting a street light outage at 86-40 111 Street in the Queens borough. The light has been out for a few nights, causing the area to be poorly lit and potentially creating a safety hazard for pedestrians and drivers. I am concerned about the lack of lighting, especially at night, and would appreciate it if the city could repair or replace the street light as soon as possible. The outage is making it difficult for residents to navigate the area safely after dark.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.697891939240606,-73.83767502838994
Defaced Curb at 132-27 41 Road in Queens (unique_key: 67076570),"I am writing to report a defaced curb at 132-27 41 Road in Queens. The curb has been vandalized with graffiti, which is not only an eyesore but also affects the overall appearance of our neighborhood. I am concerned that if this issue is not addressed, it may lead to further vandalism and decrease the quality of life for residents. I would appreciate it if the city could send someone to repair or repaint the curb as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.75585145421348,-73.83271512861927
"Street Light Outage at 190 Beach 69 Street, Queens (unique_key: 67074175)","I am reporting a street light outage at 190 Beach 69 Street in Queens. The light has been out for a few days, and it's causing concern for safety and visibility in the area, especially at night. I would appreciate it if someone could inspect and repair or replace the light as soon as possible to restore adequate lighting to the street. This issue is affecting the overall safety and ambiance of our neighborhood.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.58962360673008,-73.7977962455396
Encampment at 315 West 21 Street in Manhattan (unique_key: 67079570),"I am writing to report a homeless encampment located at 315 West 21 Street in Manhattan, which is causing concern for the residents and community. The encampment is situated near a residential building and is visible from the street. I am worried about the safety and well-being of both the individuals in the encampment and the surrounding community, and I believe the city should take action to address this issue. I would appreciate it if someone could look into this matter and provide assistance to those in need.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.74431323114847,-74.00012270092647
Damaged Catch Basin in Queens (unique_key: 67081177),"I am writing to report a sunken catch basin in my neighborhood in Queens that is causing water to accumulate on the street. The catch basin appears to be damaged and is no longer level with the surrounding pavement, which is leading to flooding and potentially creating a hazardous condition for drivers and pedestrians. I am concerned that if this issue is not addressed, it could lead to further damage to the surrounding infrastructure and pose a risk to public safety. I would appreciate it if someone could inspect and repair the catch basin as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.77746185159212,-73.80057655723677
Deceased Cat on Street in Queens (unique_key: 67076798),I am reporting a dead cat on the street in front of 82-33 259 Street in Queens. The cat appears to have been there for some time and is causing a disturbance in the area. I am concerned about the potential health and safety risks associated with the carcass and would like it removed as soon as possible. Could someone please send a crew to collect the deceased animal and dispose of it properly?,phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.740224372251205,-73.71035284097734
Obstruction on 62 Street due to Cone (unique_key: 67075274),"I am writing to report a cone obstructing the street at 237 62 Street in Brooklyn. The cone is currently blocking a portion of the roadway, causing potential hazards for drivers and pedestrians. I am concerned that this obstruction may lead to accidents or disrupt traffic flow in the area. I would appreciate it if the city could remove or relocate the cone as soon as possible to ensure public safety.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.641804794360375,-74.02308278263317
Sewage Odor in 3+ Family Apartment Building (unique_key: 67075219),"I am writing to report a strong sewage odor in my building, located at 177 Columbia Street in Brooklyn. The smell is persistent and seems to be coming from inside the building, and I am concerned about the potential health impacts on residents. I would appreciate it if someone could investigate and take corrective action to eliminate the odor as soon as possible. The smell is particularly noticeable in the hallways and stairwells, and I am worried that it may be related to a plumbing issue or other infrastructure problem.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.68619839242347,-74.00212376057263
Dirty Condition on Brady Avenue Sidewalk (unique_key: 67075227),"I am reporting a dirty condition on the sidewalk of Brady Avenue in the Bronx, where there is a significant amount of trash scattered about. The trash is not only an eyesore, but it also poses a health risk to the community, attracting pests and creating unpleasant odors. I kindly request that the city sends someone to clean up the area as soon as possible to restore the sidewalk to a safe and clean condition. This issue has been ongoing for a while, and I would appreciate it if it could be addressed promptly.",text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.8523247312632,-73.86299877798746
Obstruction on Grenfell Street (unique_key: 67078274),"I am reporting a cone obstructing the street at 80-56 Grenfell Street in Queens. The cone is currently blocking a portion of the roadway, causing a hazard for drivers and pedestrians. I am concerned that this obstruction may cause an accident or impede traffic flow. I would appreciate it if the city could remove the cone as soon as possible to ensure public safety.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.71101450378234,-73.83370416846805
Cave-in on 203 Street in Queens (unique_key: 67085306),"I am reporting a cave-in on 203 Street in Queens, specifically at the location of 100-27 203 Street. The cave-in is causing a significant hole in the street, posing a hazard to drivers and pedestrians. I am concerned that if this issue is not addressed promptly, it could lead to accidents or further damage to the surrounding infrastructure. I would appreciate it if someone could inspect and repair the area as soon as possible.",web form,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.710926779984824,-73.75663608906721
Damaged No Parking Sign on Ridge Boulevard (unique_key: 67080956),"I am reporting a damaged street sign on Ridge Boulevard in Brooklyn. The sign, which indicates no parking, standing, or stopping, is currently illegible and hanging off its post, creating a potential hazard for drivers and pedestrians. As a resident of the area, I am concerned that the lack of a clear sign may lead to confusion and accidents. I kindly request that the sign be repaired or replaced as soon as possible to maintain traffic safety and order in the neighborhood.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.63203711753538,-74.03048671867641
Smoking in Smoke-Free Area at Restaurant/Bar (unique_key: 67078334),"I am reporting an incident of smoking or vaping in a smoke-free area at a restaurant/bar located at 141 West 44th Street in Manhattan. On my recent visit, I observed patrons smoking inside the establishment, which is a clear violation of the smoke-free law. As a concerned citizen, I am worried about the health risks this poses to employees and customers, and I kindly request that the authorities take necessary action to address this issue. I hope the establishment can be reminded of and held accountable for complying with the smoke-free regulations.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.75663333557343,-73.9843202525923
Rodent Infestation due to Unsanitary Conditions at 498 Halsey Street (unique_key: 67079680),"I am writing to report a condition attracting rodents at 498 Halsey Street in Brooklyn. The area surrounding the 1-2 family dwelling has accumulated trash and debris, creating an environment that is conducive to rodent infestation. As a concerned neighbor, I am worried about the potential health risks and property damage that rodents can cause, and I kindly request that the city takes immediate action to address this issue. I would appreciate it if someone could inspect the property and take necessary measures to mitigate the rodent attraction.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.683599514659534,-73.93420203755979
Damaged Curb at 85-58 118 Street in Queens (unique_key: 67076571),"I am reporting a defaced curb at 85-58 118 Street in the Queens borough. The curb is damaged and in need of repair, which is not only an eyesore but also a potential hazard for pedestrians and drivers. I am concerned that if left unrepaired, it may lead to further deterioration and potentially cause accidents. I would appreciate it if the city could send someone to assess and fix the damaged curb as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.70152145364782,-73.83257375542723
Defaced Curb at 85-48 118 Street in Queens (unique_key: 67078054),"I am writing to report a defaced curb at 85-48 118 Street in the Queens borough. The curb has been vandalized with graffiti, which is not only an eyesore but also contributes to the deterioration of the area's overall appearance. As a concerned citizen, I believe it is essential to address this issue to maintain the cleanliness and aesthetic appeal of our neighborhood. I would appreciate it if the city could send someone to repair or replace the damaged curb as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.70163680703438,-73.83262395738653
Defaced Curb at 117-14 85 Avenue in Queens (unique_key: 67083751),"I am writing to report a defaced curb at 117-14 85 Avenue in the Queens borough. The curb has been vandalized with graffiti, which is not only an eyesore but also detracts from the overall appearance of the neighborhood. I am concerned that if left unaddressed, the defacement may lead to further vandalism and decreased property values. I would appreciate it if the city could send someone to repair or replace the damaged curb as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.70247505267076,-73.83337563062928
Excessive Construction Noise at 101 West 81 Street (unique_key: 67081158),"I am writing to report excessive construction noise coming from the site at 101 West 81 Street in Manhattan. The noise is occurring outside of the permitted construction hours, causing a significant disturbance to nearby residents. The constant banging and drilling is making it difficult for me to rest and enjoy my home. I kindly request that the city address this issue and ensure that construction activities are limited to the designated hours to minimize the disruption to the community.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.783431319315525,-73.97495791586392
Smoking in Smoke-Free Area at Restaurant (unique_key: 67081138),"I am writing to report an incident of smoking in a smoke-free area at a restaurant located at 12 West 44th Street in Manhattan. On my recent visit, I observed patrons smoking or vaping inside the establishment, which is clearly posted as a smoke-free zone. As a concerned citizen, I am worried about the health risks this poses to other customers and staff, and I kindly request that the authorities take necessary action to address this issue. I hope the restaurant can be reminded of and held to the smoke-free regulations to provide a healthier environment for everyone.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.755076508665425,-73.98066065300321
Defaced Curb at 118-14 83rd Avenue in Queens (unique_key: 67079461),"I am writing to report a defaced curb at 118-14 83rd Avenue in the Queens borough. The curb has been vandalized with graffiti, which is not only an eyesore but also contributes to the deterioration of our neighborhood's appearance. I am concerned that if left unaddressed, this issue may lead to further vandalism and decreased property values. I would appreciate it if the city could send someone to repair or repaint the curb as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.707519079498326,-73.83468313520987
Defaced Curb at 82-82 Abingdon Road (unique_key: 67083753),"I am writing to report a defaced curb at 82-82 Abingdon Road in Queens. The curb is vandalized with graffiti, which is not only an eyesore but also contributes to the deterioration of our neighborhood's appearance. I am concerned that if left unaddressed, this issue may lead to further vandalism and negatively impact our community. I would appreciate it if the city could send someone to repair and clean up the curb as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.70821804830714,-73.83402494538947
Missed Compost Collection on Division Avenue (unique_key: 67083945),"I am reporting a missed compost collection at my address, 93 Division Avenue in Brooklyn. My compost bin was placed at the curb on the designated collection day, but it was not emptied. I am concerned that this may attract pests and create an unsanitary condition, and I would appreciate it if the collection could be made as soon as possible. I have followed the proper procedures for compost collection and have confirmed that my address is within the designated collection area.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.707415658832055,-73.96508565997176
Missing No Parking Sign on Loring Avenue (unique_key: 67079540),"I am writing to report that the ""No Parking, Standing, Stopping"" sign is missing from the street sign post on Loring Avenue. As a resident of this street, I am concerned that the absence of this sign may lead to unsafe parking conditions and obstruct the flow of traffic. The missing sign is located on the street outside of 33 Loring Avenue, and I kindly request that it be replaced as soon as possible to ensure the safety of drivers and pedestrians in the area. I would appreciate it if this matter could be addressed promptly.",text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.55476360375735,-74.17962486668667
Leaking Water Meter at Private Residence on Colony Avenue (unique_key: 67078360),"I am writing to report a broken and leaking water meter at my private residence, located at 365 Colony Avenue in Staten Island. The leak has been ongoing for some time and I am concerned about the waste of water and potential impact on my water bill. I would appreciate it if someone could send a technician to assess and repair or replace the meter as soon as possible. I can be reached at my residence if any additional information is needed to facilitate the repair.",web form,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.569829685193596,-74.09475125855013
Possible Water Main Break in the Bronx (unique_key: 67081196),"I am reporting a possible water main break in the Bronx, as I have noticed a significant amount of water flowing onto the street and sidewalk. The water appears to be coming from underground and is causing a large puddle to form, which may lead to icy conditions and other hazards. I am concerned that this issue may be wasting a substantial amount of water and potentially causing damage to the surrounding infrastructure. I would appreciate it if someone could investigate and repair the issue as soon as possible.",phone,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.880274413737666,-73.83403299298658
Dirty Condition on Sidewalk at 612 West 56 Street (unique_key: 67081012),"I am writing to report a dirty condition on the sidewalk in front of 612 West 56 Street in Manhattan. There is a significant amount of trash scattered on the sidewalk, creating an unsanitary and unpleasant environment for pedestrians. The trash appears to have been accumulating for some time and is in need of immediate attention to maintain the cleanliness and safety of the area. I would appreciate it if this issue could be addressed as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.769861068694766,-73.99244738796695
Food Contamination at Restaurant on Hillside Avenue (unique_key: 67075309),"I am writing to report a concern about food contamination at a restaurant located at 259-15 Hillside Avenue in Queens. I recently purchased food from this establishment and found it to be contaminated, which is a serious health concern. The contaminated food poses a risk to the health and well-being of customers, and I believe it is essential for the relevant authorities to inspect the restaurant and take necessary actions to ensure food safety. I would appreciate it if this matter could be investigated and addressed promptly to prevent any potential harm to the community.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.73719621522041,-73.70899478034048
Request for New Litter Basket on West 56 Street Sidewalk (unique_key: 67081026),"I am writing to request a new litter basket to be installed on the sidewalk at 611 West 56 Street in Manhattan. The current area lacks a receptacle for trash, resulting in litter and debris accumulating on the sidewalk. This not only affects the aesthetic appeal of the neighborhood but also poses a risk to public health and safety. I believe a new litter basket would greatly improve the cleanliness and overall quality of life in this area.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.769861065846825,-73.9924040651448
"Water Hydrant Continuously Running at 7220 6th Avenue, Brooklyn (unique_key: 67073942)","I am reporting a constantly running fire hydrant located at 7220 6th Avenue in Brooklyn. The hydrant has been running full force for an extended period, wasting a significant amount of water and potentially causing issues with the surrounding water system. As a concerned citizen, I am worried about the environmental impact and the potential for increased water bills for residents in the area. I would appreciate it if someone could investigate and address this issue as soon as possible.",text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.63020874672456,-74.01941124297869
Excessive Construction Noise at 401 West 164 Street (unique_key: 67076856),"I am writing to report excessive construction noise at 401 West 164 Street in Manhattan. The noise is occurring outside of regular construction hours, causing a disturbance to nearby residents. The constant noise is making it difficult for me to rest and is also affecting my overall quality of life. I kindly request that the city take immediate action to address this issue and ensure that construction activities are conducted within the permitted hours.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.83650530482786,-73.93709006567461
Odor Complaint at Restaurant on 24th Street in Manhattan (unique_key: 67078337),I am writing to report a strong and unpleasant odor emanating from the restaurant located at 113 West 24th Street in Manhattan. The smell is causing a nuisance and is affecting the air quality in the surrounding area. I am concerned that the odor may be a health hazard and would like the city to investigate and take necessary action to resolve the issue. The odor is particularly noticeable during business hours when the restaurant is operating.,web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.74385738904607,-73.99298444208085
"Smoking in Smoke-Free Area at 2204 Avenue X, Brooklyn (unique_key: 67078333)","I am reporting an incident of smoking in a smoke-free area at the restaurant located at 2204 Avenue X in Brooklyn. On my recent visit, I observed patrons smoking or vaping inside the establishment, which is clearly posted as a smoke-free zone. As a concerned citizen, I am worried about the health risks this poses to other customers and staff, and I kindly request that the necessary authorities take action to address this issue. I would appreciate it if the establishment could be reminded of and held to the smoke-free regulations in place to protect public health.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.59297922200722,-73.94802429752085
Report of a Non-Functioning Street Light in Queens (unique_key: 67082873),"I am writing to report a street light that is no longer working in my neighborhood in Queens. The light is completely out, leaving the area poorly lit and potentially unsafe for pedestrians, especially at night. I am concerned about the lack of visibility and the potential for increased crime or accidents in the area. I would greatly appreciate it if someone could investigate and repair or replace the street light as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.79185704175886,-73.85073960891489
Excessive Construction Noise in Manhattan (unique_key: 67075344),"I am writing to report excessive construction noise in my neighborhood in Manhattan. The noise is occurring outside of the permitted hours, causing a disturbance to residents in the area. The constant banging and drilling is making it difficult for me to sleep and work from home, and I am concerned that it may be a nuisance to others as well. I would appreciate it if someone could look into this matter and take necessary actions to enforce the noise regulations.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.78324184088992,-73.97453911566674
Idling Vehicle Causing Strong Odor on Hooper Street (unique_key: 67081145),"I am reporting a strong odor of exhaust fumes coming from a vehicle idling on Hooper Street in Brooklyn. The smell is overwhelming and a nuisance to the community, and I am concerned about the potential health impacts of prolonged exposure to these fumes. The vehicle has been idling for an extended period, and I kindly request that someone address this issue as soon as possible to improve the air quality in our neighborhood. I would appreciate it if the vehicle's owner could be informed about the city's anti-idling laws and take necessary actions to prevent this issue in the future.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.70868492982299,-73.9530018054892
Illegal Dumping on Sidewalk at 552 Woodward Avenue (unique_key: 67082478),"I am reporting an incident of illegal dumping on the sidewalk in front of 552 Woodward Avenue in Queens. There are large amounts of trash and debris that have been discarded on the sidewalk, creating an eyesore and a potential health hazard for the community. I kindly request that the city sends a team to remove the dumped materials as soon as possible to restore the cleanliness and safety of our neighborhood. The dumped items are currently obstructing pedestrian traffic and causing a nuisance.",text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.70696246070852,-73.90921610557793
Defective Street Hardware on Coney Island Avenue (unique_key: 67076675),"I am writing to report a defective street hardware issue on Coney Island Avenue in Brooklyn. Specifically, the hardware in question appears to be a broken or malfunctioning manhole cover or street plate, which is causing a hazardous condition for drivers and pedestrians alike. The issue is located in front of 911 Coney Island Avenue and I am concerned that it may cause an accident or damage to vehicles if not addressed promptly. I would appreciate it if the city could send someone to repair or replace the defective hardware as soon as possible.",phone,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.63504761530269,-73.9675591114191
Failed Street Repair on Louise Terrace (unique_key: 67079537),"I am writing to report a failed street repair on Louise Terrace in Brooklyn. The recent repair work done on the street has not held up, and the road is once again deteriorating with potholes and uneven pavement. This is causing damage to vehicles and posing a safety hazard to drivers and pedestrians. I kindly request that the city sends a crew to reassess and redo the repair work as soon as possible.",web form,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.63669454223601,-74.03224712554713
Illegal Exotic Animal Kept as Pet in Manhattan Residence (unique_key: 67085190),"I am concerned about a potential public health and safety issue at 107 East 60 Street in Manhattan, where I believe an exotic animal is being kept as a pet in a residential setting. The animal appears to be a wild species that is not typically domesticated and may pose a risk to the community. I am worried about the welfare of the animal and the potential for it to escape or cause harm to nearby residents. I would appreciate it if the relevant authorities could investigate this matter and take necessary action to address the situation.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.76331087627891,-73.9687709262292
"Missed Trash Collection at 260 Bond Street, Brooklyn (unique_key: 67076761)","I am reporting a missed trash collection at my residence, located at 260 Bond Street in Brooklyn. My trash was not picked up on the scheduled collection day, and it is still sitting on the curb. I am concerned that this missed collection may attract pests and create an eyesore in our neighborhood. I would appreciate it if the city could send a collection team to pick up the trash as soon as possible.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.681655232152096,-73.9884228682005
Chemical Odor Complaint in 3+ Family Apartment Building (unique_key: 67082310),"I am a concerned resident of 83-30 Kew Gardens Road, Queens, and I am writing to report a strong chemical odor in my building. The smell is persistent and seems to be coming from within the building, causing discomfort and health concerns for me and my neighbors. I believe it may be related to a potential gas or vapor leak, and I would appreciate it if someone could investigate and address this issue as soon as possible to ensure a safe and healthy living environment. The odor is particularly noticeable in the hallways and common areas of the building.",phone,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.7098795368134,-73.8271783420963
